# frequency[Hz], mag, phase[deg]
5.31747e+01 3.57787e-04 -9.04604e-01 
5.31847e+01 3.57790e-04 -9.04428e-01 
5.31947e+01 3.57792e-04 -9.04251e-01 
5.32047e+01 3.57794e-04 -9.04075e-01 
5.32147e+01 3.57797e-04 -9.03899e-01 
5.32247e+01 3.57799e-04 -9.03723e-01 
5.32347e+01 3.57801e-04 -9.03547e-01 
5.32447e+01 3.57804e-04 -9.03371e-01 
5.32547e+01 3.57806e-04 -9.03195e-01 
5.32647e+01 3.57808e-04 -9.03019e-01 
5.32747e+01 3.57811e-04 -9.02843e-01 
5.32847e+01 3.57813e-04 -9.02668e-01 
5.32947e+01 3.57815e-04 -9.02492e-01 
5.33047e+01 3.57818e-04 -9.02316e-01 
5.33147e+01 3.57820e-04 -9.02141e-01 
5.33247e+01 3.57822e-04 -9.01966e-01 
5.33347e+01 3.57825e-04 -9.01790e-01 
5.33447e+01 3.57827e-04 -9.01615e-01 
5.33547e+01 3.57829e-04 -9.01440e-01 
5.33647e+01 3.57831e-04 -9.01265e-01 
5.33747e+01 3.57834e-04 -9.01090e-01 
5.33847e+01 3.57836e-04 -9.00915e-01 
5.33947e+01 3.57838e-04 -9.00740e-01 
5.34047e+01 3.57841e-04 -9.00565e-01 
5.34147e+01 3.57843e-04 -9.00390e-01 
5.34247e+01 3.57845e-04 -9.00215e-01 
5.34347e+01 3.57848e-04 -9.00041e-01 
5.34447e+01 3.57850e-04 -8.99866e-01 
5.34547e+01 3.57852e-04 -8.99692e-01 
5.34647e+01 3.57855e-04 -8.99517e-01 
5.34747e+01 3.57857e-04 -8.99343e-01 
5.34847e+01 3.57859e-04 -8.99168e-01 
5.34947e+01 3.57861e-04 -8.98994e-01 
5.35046e+01 3.57864e-04 -8.98820e-01 
5.35146e+01 3.57866e-04 -8.98646e-01 
5.35246e+01 3.57868e-04 -8.98472e-01 
5.35346e+01 3.57871e-04 -8.98298e-01 
5.35446e+01 3.57873e-04 -8.98124e-01 
5.35546e+01 3.57875e-04 -8.97950e-01 
5.35646e+01 3.57878e-04 -8.97776e-01 
5.35746e+01 3.57880e-04 -8.97603e-01 
5.35846e+01 3.57882e-04 -8.97429e-01 
5.35946e+01 3.57884e-04 -8.97256e-01 
5.36046e+01 3.57887e-04 -8.97082e-01 
5.36146e+01 3.57889e-04 -8.96909e-01 
5.36246e+01 3.57891e-04 -8.96735e-01 
5.36346e+01 3.57894e-04 -8.96562e-01 
5.36446e+01 3.57896e-04 -8.96389e-01 
5.36546e+01 3.57898e-04 -8.96216e-01 
5.36646e+01 3.57900e-04 -8.96043e-01 
5.36746e+01 3.57903e-04 -8.95870e-01 
5.36846e+01 3.57905e-04 -8.95697e-01 
5.36946e+01 3.57907e-04 -8.95524e-01 
5.37046e+01 3.57909e-04 -8.95351e-01 
5.37146e+01 3.57912e-04 -8.95178e-01 
5.37246e+01 3.57914e-04 -8.95006e-01 
5.37346e+01 3.57916e-04 -8.94833e-01 
5.37446e+01 3.57919e-04 -8.94661e-01 
5.37546e+01 3.57921e-04 -8.94488e-01 
5.37646e+01 3.57923e-04 -8.94316e-01 
5.37746e+01 3.57925e-04 -8.94143e-01 
5.37846e+01 3.57928e-04 -8.93971e-01 
5.37946e+01 3.57930e-04 -8.93799e-01 
5.38046e+01 3.57932e-04 -8.93627e-01 
5.38146e+01 3.57934e-04 -8.93455e-01 
5.38246e+01 3.57937e-04 -8.93283e-01 
5.38346e+01 3.57939e-04 -8.93111e-01 
5.38446e+01 3.57941e-04 -8.92939e-01 
5.38546e+01 3.57943e-04 -8.92767e-01 
5.38646e+01 3.57946e-04 -8.92595e-01 
5.38746e+01 3.57948e-04 -8.92424e-01 
5.38846e+01 3.57950e-04 -8.92252e-01 
5.38946e+01 3.57952e-04 -8.92081e-01 
5.39046e+01 3.57955e-04 -8.91909e-01 
5.39146e+01 3.57957e-04 -8.91738e-01 
5.39246e+01 3.57959e-04 -8.91566e-01 
5.39346e+01 3.57961e-04 -8.91395e-01 
5.39446e+01 3.57964e-04 -8.91224e-01 
5.39546e+01 3.57966e-04 -8.91053e-01 
5.39646e+01 3.57968e-04 -8.90882e-01 
5.39746e+01 3.57970e-04 -8.90711e-01 
5.39846e+01 3.57973e-04 -8.90540e-01 
5.39946e+01 3.57975e-04 -8.90369e-01 
5.40046e+01 3.57977e-04 -8.90198e-01 
5.40146e+01 3.57979e-04 -8.90028e-01 
5.40246e+01 3.57982e-04 -8.89857e-01 
5.40346e+01 3.57984e-04 -8.89686e-01 
5.40446e+01 3.57986e-04 -8.89516e-01 
5.40546e+01 3.57988e-04 -8.89345e-01 
5.40646e+01 3.57990e-04 -8.89175e-01 
5.40746e+01 3.57993e-04 -8.89005e-01 
5.40846e+01 3.57995e-04 -8.88834e-01 
5.40946e+01 3.57997e-04 -8.88664e-01 
5.41046e+01 3.57999e-04 -8.88494e-01 
5.41146e+01 3.58002e-04 -8.88324e-01 
5.41246e+01 3.58004e-04 -8.88154e-01 
5.41346e+01 3.58006e-04 -8.87984e-01 
5.41446e+01 3.58008e-04 -8.87814e-01 
5.41546e+01 3.58010e-04 -8.87645e-01 
5.41646e+01 3.58013e-04 -8.87475e-01 
5.41746e+01 3.58015e-04 -8.87305e-01 
5.41846e+01 3.58017e-04 -8.87136e-01 
5.41946e+01 3.58019e-04 -8.86966e-01 
5.42046e+01 3.58022e-04 -8.86797e-01 
5.42146e+01 3.58024e-04 -8.86627e-01 
5.42246e+01 3.58026e-04 -8.86458e-01 
5.42346e+01 3.58028e-04 -8.86289e-01 
5.42446e+01 3.58030e-04 -8.86119e-01 
5.42546e+01 3.58033e-04 -8.85950e-01 
5.42646e+01 3.58035e-04 -8.85781e-01 
5.42746e+01 3.58037e-04 -8.85612e-01 
5.42846e+01 3.58039e-04 -8.85443e-01 
5.42946e+01 3.58041e-04 -8.85274e-01 
5.43046e+01 3.58044e-04 -8.85106e-01 
5.43146e+01 3.58046e-04 -8.84937e-01 
5.43246e+01 3.58048e-04 -8.84768e-01 
5.43346e+01 3.58050e-04 -8.84600e-01 
5.43446e+01 3.58052e-04 -8.84431e-01 
5.43546e+01 3.58055e-04 -8.84262e-01 
5.43646e+01 3.58057e-04 -8.84094e-01 
5.43746e+01 3.58059e-04 -8.83926e-01 
5.43846e+01 3.58061e-04 -8.83757e-01 
5.43946e+01 3.58063e-04 -8.83589e-01 
5.44046e+01 3.58065e-04 -8.83421e-01 
5.44146e+01 3.58068e-04 -8.83253e-01 
5.44246e+01 3.58070e-04 -8.83085e-01 
5.44346e+01 3.58072e-04 -8.82917e-01 
5.44446e+01 3.58074e-04 -8.82749e-01 
5.44546e+01 3.58076e-04 -8.82581e-01 
5.44646e+01 3.58079e-04 -8.82414e-01 
5.44746e+01 3.58081e-04 -8.82246e-01 
5.44846e+01 3.58083e-04 -8.82078e-01 
5.44946e+01 3.58085e-04 -8.81911e-01 
5.45045e+01 3.58087e-04 -8.81743e-01 
5.45145e+01 3.58089e-04 -8.81576e-01 
5.45245e+01 3.58092e-04 -8.81408e-01 
5.45345e+01 3.58094e-04 -8.81241e-01 
5.45445e+01 3.58096e-04 -8.81074e-01 
5.45545e+01 3.58098e-04 -8.80907e-01 
5.45645e+01 3.58100e-04 -8.80739e-01 
5.45745e+01 3.58102e-04 -8.80572e-01 
5.45845e+01 3.58105e-04 -8.80405e-01 
5.45945e+01 3.58107e-04 -8.80238e-01 
5.46045e+01 3.58109e-04 -8.80072e-01 
5.46145e+01 3.58111e-04 -8.79905e-01 
5.46245e+01 3.58113e-04 -8.79738e-01 
5.46345e+01 3.58115e-04 -8.79571e-01 
5.46445e+01 3.58118e-04 -8.79405e-01 
5.46545e+01 3.58120e-04 -8.79238e-01 
5.46645e+01 3.58122e-04 -8.79072e-01 
5.46745e+01 3.58124e-04 -8.78905e-01 
5.46845e+01 3.58126e-04 -8.78739e-01 
5.46945e+01 3.58128e-04 -8.78573e-01 
5.47045e+01 3.58131e-04 -8.78407e-01 
5.47145e+01 3.58133e-04 -8.78240e-01 
5.47245e+01 3.58135e-04 -8.78074e-01 
5.47345e+01 3.58137e-04 -8.77908e-01 
5.47445e+01 3.58139e-04 -8.77742e-01 
5.47545e+01 3.58141e-04 -8.77576e-01 
5.47645e+01 3.58143e-04 -8.77411e-01 
5.47745e+01 3.58146e-04 -8.77245e-01 
5.47845e+01 3.58148e-04 -8.77079e-01 
5.47945e+01 3.58150e-04 -8.76913e-01 
5.48045e+01 3.58152e-04 -8.76748e-01 
5.48145e+01 3.58154e-04 -8.76582e-01 
5.48245e+01 3.58156e-04 -8.76417e-01 
5.48345e+01 3.58158e-04 -8.76252e-01 
5.48445e+01 3.58161e-04 -8.76086e-01 
5.48545e+01 3.58163e-04 -8.75921e-01 
5.48645e+01 3.58165e-04 -8.75756e-01 
5.48745e+01 3.58167e-04 -8.75591e-01 
5.48845e+01 3.58169e-04 -8.75426e-01 
5.48945e+01 3.58171e-04 -8.75261e-01 
5.49045e+01 3.58173e-04 -8.75096e-01 
5.49145e+01 3.58175e-04 -8.74931e-01 
5.49245e+01 3.58178e-04 -8.74766e-01 
5.49345e+01 3.58180e-04 -8.74601e-01 
5.49445e+01 3.58182e-04 -8.74436e-01 
5.49545e+01 3.58184e-04 -8.74272e-01 
5.49645e+01 3.58186e-04 -8.74107e-01 
5.49745e+01 3.58188e-04 -8.73943e-01 
5.49845e+01 3.58190e-04 -8.73778e-01 
5.49945e+01 3.58192e-04 -8.73614e-01 
5.50045e+01 3.58195e-04 -8.73450e-01 
5.50145e+01 3.58197e-04 -8.73285e-01 
5.50245e+01 3.58199e-04 -8.73121e-01 
5.50345e+01 3.58201e-04 -8.72957e-01 
5.50445e+01 3.58203e-04 -8.72793e-01 
5.50545e+01 3.58205e-04 -8.72629e-01 
5.50645e+01 3.58207e-04 -8.72465e-01 
5.50745e+01 3.58209e-04 -8.72301e-01 
5.50845e+01 3.58211e-04 -8.72137e-01 
5.50945e+01 3.58214e-04 -8.71974e-01 
5.51045e+01 3.58216e-04 -8.71810e-01 
5.51145e+01 3.58218e-04 -8.71646e-01 
5.51245e+01 3.58220e-04 -8.71483e-01 
5.51345e+01 3.58222e-04 -8.71319e-01 
5.51445e+01 3.58224e-04 -8.71156e-01 
5.51545e+01 3.58226e-04 -8.70992e-01 
5.51645e+01 3.58228e-04 -8.70829e-01 
5.51745e+01 3.58230e-04 -8.70666e-01 
5.51845e+01 3.58232e-04 -8.70503e-01 
5.51945e+01 3.58234e-04 -8.70339e-01 
5.52045e+01 3.58237e-04 -8.70176e-01 
5.52145e+01 3.58239e-04 -8.70013e-01 
5.52245e+01 3.58241e-04 -8.69850e-01 
5.52345e+01 3.58243e-04 -8.69688e-01 
5.52445e+01 3.58245e-04 -8.69525e-01 
5.52545e+01 3.58247e-04 -8.69362e-01 
5.52645e+01 3.58249e-04 -8.69199e-01 
5.52745e+01 3.58251e-04 -8.69037e-01 
5.52845e+01 3.58253e-04 -8.68874e-01 
5.52945e+01 3.58255e-04 -8.68712e-01 
5.53045e+01 3.58257e-04 -8.68549e-01 
5.53145e+01 3.58260e-04 -8.68387e-01 
5.53245e+01 3.58262e-04 -8.68224e-01 
5.53345e+01 3.58264e-04 -8.68062e-01 
5.53445e+01 3.58266e-04 -8.67900e-01 
5.53545e+01 3.58268e-04 -8.67738e-01 
5.53645e+01 3.58270e-04 -8.67576e-01 
5.53745e+01 3.58272e-04 -8.67414e-01 
5.53845e+01 3.58274e-04 -8.67252e-01 
5.53945e+01 3.58276e-04 -8.67090e-01 
5.54045e+01 3.58278e-04 -8.66928e-01 
5.54145e+01 3.58280e-04 -8.66766e-01 
5.54245e+01 3.58282e-04 -8.66605e-01 
5.54345e+01 3.58284e-04 -8.66443e-01 
5.54445e+01 3.58286e-04 -8.66281e-01 
5.54545e+01 3.58289e-04 -8.66120e-01 
5.54645e+01 3.58291e-04 -8.65958e-01 
5.54745e+01 3.58293e-04 -8.65797e-01 
5.54845e+01 3.58295e-04 -8.65636e-01 
5.54945e+01 3.58297e-04 -8.65474e-01 
5.55044e+01 3.58299e-04 -8.65313e-01 
5.55144e+01 3.58301e-04 -8.65152e-01 
5.55244e+01 3.58303e-04 -8.64991e-01 
5.55344e+01 3.58305e-04 -8.64830e-01 
5.55444e+01 3.58307e-04 -8.64669e-01 
5.55544e+01 3.58309e-04 -8.64508e-01 
5.55644e+01 3.58311e-04 -8.64347e-01 
5.55744e+01 3.58313e-04 -8.64186e-01 
5.55844e+01 3.58315e-04 -8.64025e-01 
5.55944e+01 3.58317e-04 -8.63865e-01 
5.56044e+01 3.58319e-04 -8.63704e-01 
5.56144e+01 3.58321e-04 -8.63544e-01 
5.56244e+01 3.58323e-04 -8.63383e-01 
5.56344e+01 3.58326e-04 -8.63223e-01 
5.56444e+01 3.58328e-04 -8.63062e-01 
5.56544e+01 3.58330e-04 -8.62902e-01 
5.56644e+01 3.58332e-04 -8.62742e-01 
5.56744e+01 3.58334e-04 -8.62582e-01 
5.56844e+01 3.58336e-04 -8.62421e-01 
5.56944e+01 3.58338e-04 -8.62261e-01 
5.57044e+01 3.58340e-04 -8.62101e-01 
5.57144e+01 3.58342e-04 -8.61941e-01 
5.57244e+01 3.58344e-04 -8.61782e-01 
5.57344e+01 3.58346e-04 -8.61622e-01 
5.57444e+01 3.58348e-04 -8.61462e-01 
5.57544e+01 3.58350e-04 -8.61302e-01 
5.57644e+01 3.58352e-04 -8.61143e-01 
5.57744e+01 3.58354e-04 -8.60983e-01 
5.57844e+01 3.58356e-04 -8.60824e-01 
5.57944e+01 3.58358e-04 -8.60664e-01 
5.58044e+01 3.58360e-04 -8.60505e-01 
5.58144e+01 3.58362e-04 -8.60345e-01 
5.58244e+01 3.58364e-04 -8.60186e-01 
5.58344e+01 3.58366e-04 -8.60027e-01 
5.58444e+01 3.58368e-04 -8.59868e-01 
5.58544e+01 3.58370e-04 -8.59709e-01 
5.58644e+01 3.58372e-04 -8.59549e-01 
5.58744e+01 3.58374e-04 -8.59390e-01 
5.58844e+01 3.58376e-04 -8.59232e-01 
5.58944e+01 3.58378e-04 -8.59073e-01 
5.59044e+01 3.58380e-04 -8.58914e-01 
5.59144e+01 3.58382e-04 -8.58755e-01 
5.59244e+01 3.58384e-04 -8.58596e-01 
5.59344e+01 3.58386e-04 -8.58438e-01 
5.59444e+01 3.58388e-04 -8.58279e-01 
5.59544e+01 3.58390e-04 -8.58121e-01 
5.59644e+01 3.58392e-04 -8.57962e-01 
5.59744e+01 3.58394e-04 -8.57804e-01 
5.59844e+01 3.58396e-04 -8.57646e-01 
5.59944e+01 3.58398e-04 -8.57487e-01 
5.60044e+01 3.58400e-04 -8.57329e-01 
5.60144e+01 3.58402e-04 -8.57171e-01 
5.60244e+01 3.58404e-04 -8.57013e-01 
5.60344e+01 3.58406e-04 -8.56855e-01 
5.60444e+01 3.58408e-04 -8.56697e-01 
5.60544e+01 3.58410e-04 -8.56539e-01 
5.60644e+01 3.58412e-04 -8.56381e-01 
5.60744e+01 3.58414e-04 -8.56223e-01 
5.60844e+01 3.58416e-04 -8.56065e-01 
5.60944e+01 3.58418e-04 -8.55908e-01 
5.61044e+01 3.58420e-04 -8.55750e-01 
5.61144e+01 3.58422e-04 -8.55593e-01 
5.61244e+01 3.58424e-04 -8.55435e-01 
5.61344e+01 3.58426e-04 -8.55278e-01 
5.61444e+01 3.58428e-04 -8.55120e-01 
5.61544e+01 3.58430e-04 -8.54963e-01 
5.61644e+01 3.58432e-04 -8.54806e-01 
5.61744e+01 3.58434e-04 -8.54648e-01 
5.61844e+01 3.58436e-04 -8.54491e-01 
5.61944e+01 3.58438e-04 -8.54334e-01 
5.62044e+01 3.58440e-04 -8.54177e-01 
5.62144e+01 3.58442e-04 -8.54020e-01 
5.62244e+01 3.58444e-04 -8.53863e-01 
5.62344e+01 3.58446e-04 -8.53706e-01 
5.62444e+01 3.58448e-04 -8.53550e-01 
5.62544e+01 3.58450e-04 -8.53393e-01 
5.62644e+01 3.58452e-04 -8.53236e-01 
5.62744e+01 3.58454e-04 -8.53080e-01 
5.62844e+01 3.58456e-04 -8.52923e-01 
5.62944e+01 3.58458e-04 -8.52767e-01 
5.63044e+01 3.58460e-04 -8.52610e-01 
5.63144e+01 3.58462e-04 -8.52454e-01 
5.63244e+01 3.58464e-04 -8.52297e-01 
5.63344e+01 3.58466e-04 -8.52141e-01 
5.63444e+01 3.58468e-04 -8.51985e-01 
5.63544e+01 3.58470e-04 -8.51829e-01 
5.63644e+01 3.58472e-04 -8.51673e-01 
5.63744e+01 3.58474e-04 -8.51517e-01 
5.63844e+01 3.58476e-04 -8.51361e-01 
5.63944e+01 3.58478e-04 -8.51205e-01 
5.64044e+01 3.58480e-04 -8.51049e-01 
5.64144e+01 3.58482e-04 -8.50893e-01 
5.64244e+01 3.58484e-04 -8.50737e-01 
5.64344e+01 3.58486e-04 -8.50582e-01 
5.64444e+01 3.58488e-04 -8.50426e-01 
5.64544e+01 3.58490e-04 -8.50270e-01 
5.64644e+01 3.58491e-04 -8.50115e-01 
5.64744e+01 3.58493e-04 -8.49959e-01 
5.64844e+01 3.58495e-04 -8.49804e-01 
5.64944e+01 3.58497e-04 -8.49649e-01 
5.65043e+01 3.58499e-04 -8.49493e-01 
5.65143e+01 3.58501e-04 -8.49338e-01 
5.65243e+01 3.58503e-04 -8.49183e-01 
5.65343e+01 3.58505e-04 -8.49028e-01 
5.65443e+01 3.58507e-04 -8.48873e-01 
5.65543e+01 3.58509e-04 -8.48718e-01 
5.65643e+01 3.58511e-04 -8.48563e-01 
5.65743e+01 3.58513e-04 -8.48408e-01 
5.65843e+01 3.58515e-04 -8.48253e-01 
5.65943e+01 3.58517e-04 -8.48098e-01 
5.66043e+01 3.58519e-04 -8.47944e-01 
5.66143e+01 3.58521e-04 -8.47789e-01 
5.66243e+01 3.58523e-04 -8.47634e-01 
5.66343e+01 3.58525e-04 -8.47480e-01 
5.66443e+01 3.58526e-04 -8.47325e-01 
5.66543e+01 3.58528e-04 -8.47171e-01 
5.66643e+01 3.58530e-04 -8.47016e-01 
5.66743e+01 3.58532e-04 -8.46862e-01 
5.66843e+01 3.58534e-04 -8.46708e-01 
5.66943e+01 3.58536e-04 -8.46554e-01 
5.67043e+01 3.58538e-04 -8.46400e-01 
5.67143e+01 3.58540e-04 -8.46245e-01 
5.67243e+01 3.58542e-04 -8.46091e-01 
5.67343e+01 3.58544e-04 -8.45937e-01 
5.67443e+01 3.58546e-04 -8.45784e-01 
5.67543e+01 3.58548e-04 -8.45630e-01 
5.67643e+01 3.58550e-04 -8.45476e-01 
5.67743e+01 3.58552e-04 -8.45322e-01 
5.67843e+01 3.58554e-04 -8.45168e-01 
5.67943e+01 3.58555e-04 -8.45015e-01 
5.68043e+01 3.58557e-04 -8.44861e-01 
5.68143e+01 3.58559e-04 -8.44708e-01 
5.68243e+01 3.58561e-04 -8.44554e-01 
5.68343e+01 3.58563e-04 -8.44401e-01 
5.68443e+01 3.58565e-04 -8.44247e-01 
5.68543e+01 3.58567e-04 -8.44094e-01 
5.68643e+01 3.58569e-04 -8.43941e-01 
5.68743e+01 3.58571e-04 -8.43788e-01 
5.68843e+01 3.58573e-04 -8.43635e-01 
5.68943e+01 3.58575e-04 -8.43482e-01 
5.69043e+01 3.58576e-04 -8.43329e-01 
5.69143e+01 3.58578e-04 -8.43176e-01 
5.69243e+01 3.58580e-04 -8.43023e-01 
5.69343e+01 3.58582e-04 -8.42870e-01 
5.69443e+01 3.58584e-04 -8.42717e-01 
5.69543e+01 3.58586e-04 -8.42564e-01 
5.69643e+01 3.58588e-04 -8.42412e-01 
5.69743e+01 3.58590e-04 -8.42259e-01 
5.69843e+01 3.58592e-04 -8.42107e-01 
5.69943e+01 3.58594e-04 -8.41954e-01 
5.70043e+01 3.58596e-04 -8.41802e-01 
5.70143e+01 3.58597e-04 -8.41649e-01 
5.70243e+01 3.58599e-04 -8.41497e-01 
5.70343e+01 3.58601e-04 -8.41345e-01 
5.70443e+01 3.58603e-04 -8.41192e-01 
5.70543e+01 3.58605e-04 -8.41040e-01 
5.70643e+01 3.58607e-04 -8.40888e-01 
5.70743e+01 3.58609e-04 -8.40736e-01 
5.70843e+01 3.58611e-04 -8.40584e-01 
5.70943e+01 3.58613e-04 -8.40432e-01 
5.71043e+01 3.58615e-04 -8.40280e-01 
5.71143e+01 3.58616e-04 -8.40128e-01 
5.71243e+01 3.58618e-04 -8.39977e-01 
5.71343e+01 3.58620e-04 -8.39825e-01 
5.71443e+01 3.58622e-04 -8.39673e-01 
5.71543e+01 3.58624e-04 -8.39522e-01 
5.71643e+01 3.58626e-04 -8.39370e-01 
5.71743e+01 3.58628e-04 -8.39218e-01 
5.71843e+01 3.58630e-04 -8.39067e-01 
5.71943e+01 3.58631e-04 -8.38916e-01 
5.72043e+01 3.58633e-04 -8.38764e-01 
5.72143e+01 3.58635e-04 -8.38613e-01 
5.72243e+01 3.58637e-04 -8.38462e-01 
5.72343e+01 3.58639e-04 -8.38311e-01 
5.72443e+01 3.58641e-04 -8.38160e-01 
5.72543e+01 3.58643e-04 -8.38008e-01 
5.72643e+01 3.58645e-04 -8.37857e-01 
5.72743e+01 3.58646e-04 -8.37707e-01 
5.72843e+01 3.58648e-04 -8.37556e-01 
5.72943e+01 3.58650e-04 -8.37405e-01 
5.73043e+01 3.58652e-04 -8.37254e-01 
5.73143e+01 3.58654e-04 -8.37103e-01 
5.73243e+01 3.58656e-04 -8.36953e-01 
5.73343e+01 3.58658e-04 -8.36802e-01 
5.73443e+01 3.58660e-04 -8.36651e-01 
5.73543e+01 3.58661e-04 -8.36501e-01 
5.73643e+01 3.58663e-04 -8.36351e-01 
5.73743e+01 3.58665e-04 -8.36200e-01 
5.73843e+01 3.58667e-04 -8.36050e-01 
5.73943e+01 3.58669e-04 -8.35899e-01 
5.74043e+01 3.58671e-04 -8.35749e-01 
5.74143e+01 3.58673e-04 -8.35599e-01 
5.74243e+01 3.58674e-04 -8.35449e-01 
5.74343e+01 3.58676e-04 -8.35299e-01 
5.74443e+01 3.58678e-04 -8.35149e-01 
5.74543e+01 3.58680e-04 -8.34999e-01 
5.74643e+01 3.58682e-04 -8.34849e-01 
5.74743e+01 3.58684e-04 -8.34699e-01 
5.74843e+01 3.58686e-04 -8.34549e-01 
5.74943e+01 3.58687e-04 -8.34400e-01 
5.75042e+01 3.58689e-04 -8.34250e-01 
5.75142e+01 3.58691e-04 -8.34100e-01 
5.75242e+01 3.58693e-04 -8.33951e-01 
5.75342e+01 3.58695e-04 -8.33801e-01 
5.75442e+01 3.58697e-04 -8.33652e-01 
5.75542e+01 3.58699e-04 -8.33502e-01 
5.75642e+01 3.58700e-04 -8.33353e-01 
5.75742e+01 3.58702e-04 -8.33204e-01 
5.75842e+01 3.58704e-04 -8.33054e-01 
5.75942e+01 3.58706e-04 -8.32905e-01 
5.76042e+01 3.58708e-04 -8.32756e-01 
5.76142e+01 3.58710e-04 -8.32607e-01 
5.76242e+01 3.58711e-04 -8.32458e-01 
5.76342e+01 3.58713e-04 -8.32309e-01 
5.76442e+01 3.58715e-04 -8.32160e-01 
5.76542e+01 3.58717e-04 -8.32011e-01 
5.76642e+01 3.58719e-04 -8.31862e-01 
5.76742e+01 3.58721e-04 -8.31714e-01 
5.76842e+01 3.58722e-04 -8.31565e-01 
5.76942e+01 3.58724e-04 -8.31416e-01 
5.77042e+01 3.58726e-04 -8.31268e-01 
5.77142e+01 3.58728e-04 -8.31119e-01 
5.77242e+01 3.58730e-04 -8.30971e-01 
5.77342e+01 3.58732e-04 -8.30822e-01 
5.77442e+01 3.58733e-04 -8.30674e-01 
5.77542e+01 3.58735e-04 -8.30525e-01 
5.77642e+01 3.58737e-04 -8.30377e-01 
5.77742e+01 3.58739e-04 -8.30229e-01 
5.77842e+01 3.58741e-04 -8.30081e-01 
5.77942e+01 3.58743e-04 -8.29933e-01 
5.78042e+01 3.58744e-04 -8.29785e-01 
5.78142e+01 3.58746e-04 -8.29637e-01 
5.78242e+01 3.58748e-04 -8.29489e-01 
5.78342e+01 3.58750e-04 -8.29341e-01 
5.78442e+01 3.58752e-04 -8.29193e-01 
5.78542e+01 3.58754e-04 -8.29045e-01 
5.78642e+01 3.58755e-04 -8.28897e-01 
5.78742e+01 3.58757e-04 -8.28750e-01 
5.78842e+01 3.58759e-04 -8.28602e-01 
5.78942e+01 3.58761e-04 -8.28454e-01 
5.79042e+01 3.58763e-04 -8.28307e-01 
5.79142e+01 3.58764e-04 -8.28159e-01 
5.79242e+01 3.58766e-04 -8.28012e-01 
5.79342e+01 3.58768e-04 -8.27865e-01 
5.79442e+01 3.58770e-04 -8.27717e-01 
5.79542e+01 3.58772e-04 -8.27570e-01 
5.79642e+01 3.58773e-04 -8.27423e-01 
5.79742e+01 3.58775e-04 -8.27276e-01 
5.79842e+01 3.58777e-04 -8.27129e-01 
5.79942e+01 3.58779e-04 -8.26982e-01 
5.80042e+01 3.58781e-04 -8.26835e-01 
5.80142e+01 3.58782e-04 -8.26688e-01 
5.80242e+01 3.58784e-04 -8.26541e-01 
5.80342e+01 3.58786e-04 -8.26394e-01 
5.80442e+01 3.58788e-04 -8.26247e-01 
5.80542e+01 3.58790e-04 -8.26100e-01 
5.80642e+01 3.58792e-04 -8.25954e-01 
5.80742e+01 3.58793e-04 -8.25807e-01 
5.80842e+01 3.58795e-04 -8.25660e-01 
5.80942e+01 3.58797e-04 -8.25514e-01 
5.81042e+01 3.58799e-04 -8.25368e-01 
5.81142e+01 3.58800e-04 -8.25221e-01 
5.81242e+01 3.58802e-04 -8.25075e-01 
5.81342e+01 3.58804e-04 -8.24928e-01 
5.81442e+01 3.58806e-04 -8.24782e-01 
5.81542e+01 3.58808e-04 -8.24636e-01 
5.81642e+01 3.58809e-04 -8.24490e-01 
5.81742e+01 3.58811e-04 -8.24344e-01 
5.81842e+01 3.58813e-04 -8.24198e-01 
5.81942e+01 3.58815e-04 -8.24052e-01 
5.82042e+01 3.58817e-04 -8.23906e-01 
5.82142e+01 3.58818e-04 -8.23760e-01 
5.82242e+01 3.58820e-04 -8.23614e-01 
5.82342e+01 3.58822e-04 -8.23468e-01 
5.82442e+01 3.58824e-04 -8.23322e-01 
5.82542e+01 3.58825e-04 -8.23177e-01 
5.82642e+01 3.58827e-04 -8.23031e-01 
5.82742e+01 3.58829e-04 -8.22886e-01 
5.82842e+01 3.58831e-04 -8.22740e-01 
5.82942e+01 3.58833e-04 -8.22595e-01 
5.83042e+01 3.58834e-04 -8.22449e-01 
5.83142e+01 3.58836e-04 -8.22304e-01 
5.83242e+01 3.58838e-04 -8.22158e-01 
5.83342e+01 3.58840e-04 -8.22013e-01 
5.83442e+01 3.58841e-04 -8.21868e-01 
5.83542e+01 3.58843e-04 -8.21723e-01 
5.83642e+01 3.58845e-04 -8.21578e-01 
5.83742e+01 3.58847e-04 -8.21433e-01 
5.83842e+01 3.58849e-04 -8.21288e-01 
5.83942e+01 3.58850e-04 -8.21143e-01 
5.84042e+01 3.58852e-04 -8.20998e-01 
5.84142e+01 3.58854e-04 -8.20853e-01 
5.84242e+01 3.58856e-04 -8.20708e-01 
5.84342e+01 3.58857e-04 -8.20563e-01 
5.84442e+01 3.58859e-04 -8.20419e-01 
5.84542e+01 3.58861e-04 -8.20274e-01 
5.84642e+01 3.58863e-04 -8.20130e-01 
5.84742e+01 3.58864e-04 -8.19985e-01 
5.84842e+01 3.58866e-04 -8.19841e-01 
5.84942e+01 3.58868e-04 -8.19696e-01 
5.85041e+01 3.58870e-04 -8.19552e-01 
5.85141e+01 3.58871e-04 -8.19407e-01 
5.85241e+01 3.58873e-04 -8.19263e-01 
5.85341e+01 3.58875e-04 -8.19119e-01 
